character,dialogue,episode
LUKE,Then my father is truly dead.,episode VI
LEIA,The main entrance to the control bunkers on the far side of that landing platform. This isnt gonna be easy.,episode VI
HAN,"Hey, dont worry. Chewie and me got into a lot of places more heavily guarded than this.",episode VI
LEIA,Whats he saying,episode VI
THREEPIO,He says theres a secret entrance on the other side of the ridge.,episode VI
LANDO,"Admiral, were in position. All fighters accounted for.",episode VI
ACKBAR,Proceed with the countdown. All groups assume attack coordinates.,episode VI
LANDO,"Dont worry, my friends are down there. Theyll have that shield down on time... or thisll be the shortest offensive of all time.",episode VI
ACKBAR,"All craft, prepare to jump to hyperspace on my mark.",episode VI
LANDO,All right. Stand by.,episode VI
HAN,"Back door, huh Good idea.",episode VI
HAN,Its only a few guards. This shouldnt be too much trouble.,episode VI
LEIA,"Well, it only takes one to sound the alarm.",episode VI
HAN,Then well do it real quiet-like.,episode VI
THREEPIO,"Oh Oh, my. Uh, Princess Leia",episode VI
LEIA,Quiet.,episode VI
THREEPIO,Im afraid our furry companion has gone and done something rather rash.,episode VI
LEIA,"Oh, no.",episode VI
HAN,There goes our surprise attack.,episode VI
SCOUT,Look Over there Stop him,episode VI
HAN,Not bad for a little furball. Theres only one left. You stay here. Well take care of this.,episode VI
THREEPIO,I have decided that we shall stay here.,episode VI
EMPEROR,"Welcome, young Skywalker. I have been expecting you.",episode VI
EMPEROR,You no longer need those.,episode VI
EMPEROR,"Guards, leave us.",episode VI
EMPEROR,Im looking forward to completing your training. In time you will call me Master.,episode VI
LUKE,Youre gravely mistaken. You wont convert me as you did my father.,episode VI
EMPEROR,"Oh, no, my young Jedi. You will find that it is you who are mistaken...about a great many things.",episode VI
VADER,His lightsaber.,episode VI
EMPEROR,"Ah, yes, a Jedis weapon. Much like your fathers. By now you must know your father can never be turned from the dark side. So will it be with you.",episode VI
LUKE,Youre wrong. Soon Ill be dead...and you with me.,episode VI
EMPEROR,Perhaps you refer to the imminent attack of your Rebel fleet.,episode VI
EMPEROR,Yes...I assure you we are quite safe from your friends here.,episode VI
LUKE,Your overconfidence is your weakness.,episode VI
EMPEROR,Your faith in your friends is yours.,episode VI
VADER,"It is pointless to resist, my son.",episode VI
EMPEROR,Everything that has transpired has done so according to my design.  Your friends up there on the Sanctuary Moon...,episode VI
EMPEROR,...are walking into a trap. As is your Rebel fleet It was I who allowed the Alliance to know the location of the shield generator. It is quite safe from your pitiful little band. An entire legion of my best troops awaits them.,episode VI
EMPEROR,Oh...Im afraid the deflector shield will be quite operational when your friends arrive.,episode VI
HAN,"All right Up Move Come on Quickly Quickly, Chewie.",episode VI
LEIA,Han Hurry The fleet will be here any moment.,episode VI
HAN,"Charges  Come on, come on",episode VI
THREEPIO,"Oh, my Theyll be captured",episode VI
THREEPIO,"Wa-wait Wait, come back Artoo, stay with me.",episode VI
COMMANDER,Freeze You Rebel scum.,episode VI
LANDO,All wings report in.,episode VI
WEDGE,Red Leader standing by.,episode VI
GRAY LEADER,Gray Leader standing by.,episode VI
GREEN LEADER,Green Leader standing by.,episode VI
WEDGE,Lock S-foils in attack positions.,episode VI
ACKBAR,May the Force be with us.,episode VI
LANDO,"Weve got to be able to get some kind of a reading on that shield, up or down. Well, how could they be jamming us if they dont know if were coming.",episode VI
LANDO,Break off the attack The shield is still up.,episode VI
RED LEADER,I get no reading. Are you sure,episode VI
LANDO,Pull up All craft pull up,episode VI
ACKBAR,"Take evasive action Green Group, stick close to holding sector MV-7.",episode VI
CONTROLLER,"Admiral, we have enemy ships in sector 47.",episode VI
ACKBAR,Its a trap,episode VI
LANDO,Fighters coming in.,episode VI
REBEL PILOT,Theres too many of them,episode VI
LANDO,Accelerate to attack speed Draw their fire away from the cruisers.,episode VI
WEDGE,"Copy, Gold Leader.",episode VI
EMPEROR,"Come, boy. See for yourself.",episode VI
EMPEROR,"From here you will witness the final destruction of the Alliance, and the end of your insignificant Rebellion.",episode VI
EMPEROR,"You want this, dont you The hate is swelling in you now. Take your Jedi weapon. Use it. I am unarmed. Strike me down with it. Give in to your anger. With each passing moment, you make yourself more my servant.",episode VI
LUKE,No,episode VI
EMPEROR,"It is unavoidable. It is your destiny. You, like your father, are now mine",episode VI
STORMTROOPER,"All right, move it I said move it Go on",episode VI
THREEPIO,"Hello I say, over there Were you looking for me",episode VI
BUNKER COMMANDER,Bring those two down here,episode VI
STORMTROOPER,Lets go,episode VI
THREEPIO,"Well, theyre on their way. Artoo, are you sure this was a good idea",episode VI
STORMTROOPER,Freeze Dont move,episode VI
THREEPIO,We surrender.,episode VI
THREEPIO,"Ohhh Stand back, Artoo.",episode VI
LEIA,The codes changed. We need Artoo,episode VI
HAN,Heres the terminal.,episode VI
LEIA,"Artoo, where are you We need you at the bunker right away.",episode VI
THREEPIO,"Going What do you mean, youre going. But-- but going where, Artoo No, what Artoo Oh, this is no time for heroics. Come back",episode VI
LANDO,"Watch yourself, Wedge Three from above",episode VI
WEDGE,"Red Three, Red Two, pull in",episode VI
RED TWO,Got it,episode VI
RED THREE,"Three of them coming in, twenty degrees",episode VI
WEDGE,Cut to the left Ill take the leader Theyre heading for the medical frigate.,episode VI
NAVIGATOR,Pressures steady.,episode VI
LANDO,Only the fighters are attacking.  I wonder what those Star Destroyers are waiting for.,episode VI
COMMANDER,"Were in attack position now, sir.",episode VI
PIETT,Hold here.,episode VI
COMMANDER,Were not going to attack,episode VI
PIETT,I have my orders from the Emperor himself. He has something special planned for them. We only need to keep them from escaping.,episode VI
EMPEROR,"As you can see, my young apprentice, your friends have failed. Now witness the firepower of this fully armed and operational battle station.  Fire at will, Commander.",episode VI
JERJERROD,Fire,episode VI
LANDO,"That blast came from the Death Star That things operational  Home One, this is Gold Leader.",episode VI
ACKBAR,We saw it. All craft prepare to retreat.,episode VI
LANDO,"You wont get another chance at this, Admiral.",episode VI
ACKBAR,"We have no choice, General Calrissian. Our cruisers cant repel firepower of that magnitude.",episode VI
LANDO,Han will have that shield down. Weve got to give him more time.,episode VI
THREEPIO,Were coming,episode VI
HAN,Come on Come on,episode VI
THREEPIO,"Oh, Artoo, hurry",episode VI
THREEPIO,"My goodness Artoo, why did you have to be so brave",episode VI
HAN,"Well, I suppose I could hotwire this thing.",episode VI
LEIA,Ill cover you.,episode VI
LANDO,Yes I said closer Move as close as you can and engage those Star Destroyers at point- blank range.,episode VI
ACKBAR,"At that close range, we wont last long against those Star Destroyers.",episode VI
LANDO,Well last longer then we will against that Death Star...and we might just take a few of them with us.,episode VI
REBEL PILOT,Shes gonna blow,episode VI
Y-WING PILOT,Im hit,episode VI
EMPEROR,"Your fleet has lost. And your friends on the Endor moon will not survive. There is no escape, my young apprentice. The Alliance will die...as will your friends.",episode VI
EMPEROR,"Good. I can feel your anger. I am defenseless.  Take your weapon Strike me down with all your hatred, and your journey towards the dark side will be complete.",episode VI
WALKER PILOT #1,Look,episode VI
PILOT #2,Get him off of there,episode VI
HAN,I think I got it. I got it,episode VI
THREEPIO,"Oh, Princess Leia, are you all right",episode VI
HAN,Lets see.,episode VI
LEIA,Its not bad.,episode VI
STORMTROOPER,Freeze,episode VI
THREEPIO,"Oh, dear.",episode VI
STORMTROOPER,Dont move,episode VI
HAN,I love you.,episode VI
LEIA,I know.,episode VI
STORMTROOPER,Hands up Stand up,episode VI
HAN,Stay back.,episode VI
HAN,"Chewie  Get down here  Shes wounded  No, wait....  I got an idea.",episode VI
EMPEROR,"Good.  Use your aggressive feelings, boy  Let the hate flow through you.",episode VI
VADER,Obi-Wan has taught you well.,episode VI
LUKE,"I will not fight you, father.",episode VI
VADER,You are unwise to lower your defenses.,episode VI
LUKE,"Your thoughts betray you, father. I feel the good in you...the conflict.",episode VI
VADER,There is no conflict.,episode VI
LUKE,"You couldnt bring yourself to kill me before, and I dont believe youll destroy me now.",episode VI
VADER,"You underestimate the power of the dark side. If you will not fight, then you will meet your destiny.",episode VI
EMPEROR,Good.  Good.,episode VI
LANDO,Watch out. Squad at .06.,episode VI
REBEL PILOT,"Im on it, Gold Leader.",episode VI
WEDGE,"Good shot, Red Two.",episode VI
LANDO,"Now...come on, Han, old buddy. Dont let me down.",episode VI
HAN/PILOT,"Its over, Commander. The Rebels have been routed. Theyre fleeing into the woods. We need reinforcements to continue the pursuit.",episode VI
CONTROL ROOM COMMANDER,Send three squads to help. Open the back door.,episode VI
SECOND COMMANDER,"Yes, sir.",episode VI
HAN,Throw me another charge.,episode VI
VADER,"You cannot hide forever, Luke.",episode VI
LUKE,I will not fight you.,episode VI
VADER,"Give yourself to the dark side. It is the only way you can save your friends. Yes, your thoughts betray you. Your feelings for them are strong. Especially for...",episode VI
VADER,"Sister So...you have a twin sister. Your feelings have now betrayed her, too. Obi-Wan was wise to hide her from me. Now his failure is complete. If you will not turn to the dark side, then perhaps she will.",episode VI
LUKE,Never-r-r,episode VI
EMPEROR,"Good Your hate has made you powerful. Now, fulfill your destiny and take your fathers place at my side",episode VI
LUKE,"Never Ill never turn to the dark side. Youve failed, Your Highness. I am a Jedi, like my father before me.",episode VI
EMPEROR,So be it...Jedi.,episode VI
HAN,Move Move,episode VI
ACKBAR,The shield is down Commence attack on the Death Stars main reactor.,episode VI
LANDO,"Were on our way. Red Group, Gold Group, all fighters follow me.  Told you theyd do it",episode VI
EMPEROR,"If you will not be turned, you will be destroyed.",episode VI
EMPEROR,"Young fool...only now, at the end, do you understand.",episode VI
EMPEROR,Your feeble skills are no match for the power of the dark side. You have paid the price for your lack of vision.,episode VI
LUKE,"Father, please. Help me.",episode VI
EMPEROR,"Now, young Skywalker...you will die.",episode VI
WEDGE,Im going in.,episode VI
LANDO,Here goes nothing.,episode VI
LANDO,Now lock onto the strongest power source. It should be the power generator.,episode VI
WEDGE,Form up. And stay alert. We could run out of space real fast.,episode VI
LANDO,Split up and head back to the surface. See if you can get a few of those TIE fighters to follow you.,episode VI
PILOT,"Copy, Gold Leader.",episode VI
LANDO,That was too close.,episode VI
ACKBAR,Weve got to give those fighters more time. Concentrate all fire on that Super Star Destroyer.,episode VI
CONTROLLER,"Sir, weve lost our bridge deflector shield.",episode VI
PIETT,Intensify the forward batteries. I dont want anything to get through.,episode VI
PIETT,Intensify forward firepower,episode VI
COMMANDER,Its too late,episode VI
VADER,"Luke, help me take this mask off.",episode VI
LURE,But youll die.,episode VI
VADER,Nothing can stop that now. Just for once... let me look on you with my own eyes.,episode VI
ANAKIN,"Now...go, my son. Leave me.",episode VI
LUKE,No. Youre coming with me. I cant leave you here. Ive got to save you.,episode VI
ANAKIN,"You already have, Luke. You were right about me. Tell your sister...you were right.",episode VI
LUKE,Father... I wont leave you.,episode VI
WEDGE,There it is,episode VI
LANDO,"All right, Wedge. Go for the power regulator on the north tower.",episode VI
WEDGE,"Copy, Gold Leader. Im already on my way out.",episode VI
ACKBAR,Move the fleet away from the Death Star.,episode VI
LANDO,"Wedge, I dont think were going to make it.",episode VI
